MANufACTuRERS NAME,BuSINESS NAME,STATE.0,DATE Of ACCIDENT,Time of Accident,PM,VEhICLE YEAR,MAkE,MODEL,STATE VEhICLE IS REGISTERED IN,section 2  accident infoRmation.0,section 2  accident infoRmation.1.0,section 2  accident infoRmation.1.1.0,section 2  accident infoRmation.1.1.1.0,section 2  accident infoRmation.1.1.1.1,Stopped in Traffic,NuMBER Of VEhICLES INVOLVED,None,MODEL_2,Moving_2,NuMBER Of VEhICLES INVOLVED_2,ADDRESS_2.1.0.1,Conventional Mode,WEATHER A 1,WEATHER A 2,LIGHTING A 1,LIGHTING A 2,ROADWAY A 1,ROADWAY A 2,ROAD CONDITIONS D 1,ROAD CONDITIONS D 2,MOVEMENT A 1,MOVEMENT  I 2,TYPE B 1,TYPE B 2,PROGRAM DIRECTORAuThORIZED REPRESENTATIVE PRINTED NAME AND TITLE,DATE SIGNED,source_file,AM,minor,Left Front Corner 1,Left Front Corner 3,VEhICLE YEAR_2,STATE VEhICLE IS REGISTERED IN_2,STATE_2,ROAD CONDITIONS H 1,ROAD CONDITIONS H 2,MOVEMENT  G 2,TYPE A 1,TYPE C 2,Right Rear 1,Right Rear 3,LIGHTING C 1,LIGHTING C 2,TYPE C 1,Moving,Moderate,Front Bumper,Right Front Corner 3,WEATHER B 1,WEATHER B 2,MOVEMENT  B 1,MOVEMENT  D 2,TYPE D 2,Right Rear Passenger 2,Front Passenger Side 4,Autonomous Mode,MOVEMENT  D 1,TYPE E 1,Left Rear 1,Passenger,Rear Bumper,MOVEMENT A 2,Injured,Passenger_2,MOVEMENT  B 2,TYPE A 2,Bicyclist,Right Front Corner 2,MOVEMENT  M 2,Left Rear 2,Left Rear Passenger 1,MOVEMENT  E 2,Front Driver Side 3,WEATHER C 1,WEATHER C 2,ROADWAY B 1,ROADWAY B 2,MOVEMENT  L 2,TYPE D 1,undefined,Other,TYPE H 1,OTHER A NO,OTHER H NO,OTHER J,CITY_2.1.1.0,Injured_2,Driver,MOVEMENT  E 1,MOVEMENT  R 2,STATE_4.0,ZIP CODE_2.0,Left Front Corner 2,Right Front Corner 1,Right Rear Passenger 4,undefined_2,Other_2,OTHER A YES,Left Rear Passenger 3,Bicyclist_2,MOVEMENT  K 2,MOVEMENT  O 1,MOVEMENT  H 2,ROAD CONDITIONS E 2,ROAD CONDITIONS G 2,OTHER E,Proper ty_2,MOVEMENT J 1,DRIVERS fuLL NAME First Middle last_2,MOVEMENT  H 1,Right Rear 2,INSuRANCE COMPANY NAME OR SuRETY COMPANY AT TIME Of ACCIDENT_2,MOVEMENT  L 1,MOVEMENT  G 1,MOVEMENT  O 2,LIGHTING B 1,LIGHTING B 2,MOVEMENT  K 1,Front Passenger Side 2,Front Driver Side 1,MOVEMENT  N 2,Stopped in Traffic_2,MOVEMENT J 2,Bicyclist_3,OTHER C,TYPE H 2,WEATHER E 1,WEATHER E 2,major,OTHER K,MOVEMENT  Q 2,OTHER D
Waymo LLC,Waymo LLC,CA,06/03/2021,05:52,/ ,2017,Chrysler,Pacifica,CA,Laguna Street at Vallejo Street,San Francisco,San Francisco,CA,94123,/ ,2,,Toyota Prius,/ ,2,"A Waymo Autonomous Vehicle (“Waymo AV”) traveling northbound on Laguna Street at Vallejo Street in San Francisco was involved in a collision. While in manual mode, the Waymo AV test driver stopped at the four-way stop sign intersection on Laguna Street at Vallejo Street when a passenger vehicle behind the Waymo AV made contact with the Waymo AV’s rear bumper at approximately 2 MPH. The Waymo AV was traveling 0 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle left the scene before exchanging information. No injuries were reported at the scene.",/ ,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,/Yes,,,,"Matt Salwasser, Program Manager",06/11/2021,Waymo_060321.pdf,,/Yes,,,,CA,CA,/Yes,/Yes,,,/Yes,,,,,,,,,,,,,,,,,,,,,,/Yes,,,,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waymo LLC,Waymo LLC,CA,06/04/2021,01:18,/ ,2021,Jaguar,I-Pace,CA,Jones Street at Ellis Street,San Francisco,San Francisco,CA,94102,,2,/Yes,Bicycle,/ ,,"A Waymo Autonomous Vehicle (“Waymo AV”) was traveling in manual mode southbound on Jones Street at Ellis Street in San Francisco when a cyclist fell while passing between the Waymo AV and another vehicle. The Waymo AV test driver was traveling approximately 15 MPH and then gradually slowed and came to a stop for a passenger vehicle in its lane making a right turn onto Ellis Street. A cyclist following the Waymo AV at approximately 19 MPH then attempted to pass the Waymo AV on the left side and travel between the Waymo AV’s driver’s side and a faster-moving passenger vehicle in the left adjacent lane. As the cyclist attempted to overtake the Waymo AV and was in turn being overtaken by the adjacent passenger vehicle, the cyclist fell between the two vehicles. As the bicycle was falling, the bicycle’s front tire appears to have made contact with the rear driver’s side wheel of the Waymo AV, and the cyclist appears to have made contact with the side of the other passenger vehicle in the left adjacent lane. The Waymo AV sustained no damage. The passenger vehicle did not stop and left the scene. The cyclist was transported from the scene and reportedly treated for potential head injuries.",/ ,/Yes,,/Yes,,/Yes,,,,,,,,"Matt Salwasser, Program Manager",06/11/2021,Waymo_060421.pdf,,,,,,,,/Yes,,,,,,,,,,/ ,,,,,,,,,,,,,,,,,,/ ,,,,,,,,,,,,,,,,,,,/Yes,,,,,,,,,,,,,,,,,,/ ,,,,,,,,,,/Yes,,,,,,,,,,,,,,/ ,,,,,,,,
Waymo LLC,Waymo LLC,CA,06/11/2021,07:07,,2021,Jaguar,I-Pace,CA,Euclid Avenue at Collins Street,San Francisco,San Francisco,CA,94118,,1,,,,,"A Waymo Autonomous Vehicle (“Waymo AV”) was traveling in manual mode westbound on Euclid Avenue in San Francisco when it was involved in a collision. The test driver failed to properly navigate a roundabout median at Collins Street and made contact with it at approximately 28 MPH. The Waymo AV sustained moderate damage to its front bumper and undercarriage, and the median sustained minor damage. No injuries were reported at the scene.",/ ,/Yes,,/Yes,,/Yes,,,,,,,,"Matt Salwasser, Program Manager",06/21/2021,waymo_061121.pdf,/ ,,/Yes,/Yes,,,,/Yes,,,,,,,,,,/ ,/Yes,/Yes,/Yes,,,/Yes,,,,,,,/Yes,,,,,,,,,,,,,,,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Yes,,,,,,,
Waymo LLC,Waymo LLC,CA,06/16/2021,05:48,/ ,2021,Jaguar,I-Pace,CA,McAllister Street and Larkin Street,San Francisco,San Francisco,CA,94102,,2,,Motorized Scooter,/ ,2,"A Waymo Autonomous Vehicle (“Waymo AV”) was traveling in manual mode at the intersection of McAllister Street and Larkin Street in San Francisco when it was involved in a collision. The Waymo AV was initially traveling eastbound on McAllister Street in autonomous mode, approaching the intersection at Larkin Street. When the Waymo AV reached the near-side crosswalk in the dedicated left turn lane, it came to a complete stop at the red traffic light. When the traffic light turned green, the Waymo AV moved forward slightly, partially entering the crosswalk, to begin staging for the turn, yielding to oncoming traffic and other road users. While waiting for an adequate clearance in traffic, the traffic light turned yellow. The Waymo AV remained stopped, declining to proceed into the intersection and make the left turn. While the AV was still stopped, the test driver took over manual control and proceeded to make the left turn. About 4 seconds later, the manually driven Waymo AV made contact with an individual riding a motorized scooter who had entered the crosswalk from the sidewalk at about 10 MPH against both vehicle and pedestrian traffic signals. The motorized scooter was traveling about 6 MPH and the Waymo AV was traveling about 7 MPH at the time of contact. The Waymo AV sustained minor damage to its front license plate. The individual on the motorized scooter appeared to have sustained unknown soft tissue injuries, but left the scene independently.",/ ,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,,,,,"Matt Salwasser, Program Manager",06/25/2021,waymo_061621.pdf,,/Yes,,,,,,/Yes,/Yes,,,,,,,,,/ ,,/Yes,,,,,,,,,,,/Yes,,,,,/ ,,/Yes,,,,,,,,,,,,,,,,,,,,,,,/ ,/Yes,,,,,,,/ ,Motorized Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Yes,,,,,,
Waymo LLC,Waymo LLC,CA,06/25/2021,9:50,/ ,2021,Jaguar,I-Pace,CA,Brannan Street at Division Street,San Francisco,San Francisco,CA,94103,/ ,,,BMW 5-Series,/ ,2,"A Waymo Autonomous Vehicle (“Waymo AV”) was traveling in autonomous mode at the intersection of Brannan Street and Division Street in San Francisco when it was involved in a collision. The Waymo AV was stopped in traffic for a red traffic light on southbound Brannan Street at Division Street when a passenger vehicle behind the Waymo AV made contact with the Waymo AV’s rear bumper at approximately less than 1 MPH. The Waymo AV was stationary. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle left the scene before exchanging information. No injuries were reported at the scene.",,,,,,/Yes,/Yes,,,/Yes,,,,Karen Isgrigg,07/02/2021,waymo_062521.pdf,,/Yes,,,,,,/Yes,/Yes,,,/Yes,,,/Yes,/Yes,,,,,,,,,,,,,/ ,,,,,/Yes,,,,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Yes,/Yes,,,,
Waymo LLC,Waymo LLC,CA,06/26/2021,12:35,,2021,Jaguar,I-Pace,CA,3023 21st Street,San Francisco,San Francisco,CA,94110,/ ,2,,,/ ,2,"A Waymo Autonomous Vehicle (“Waymo AV”) was traveling in autonomous mode on westbound 21st Street heading toward Shotwell Street in San Francisco when it was involved in a collision. The Waymo AV was stopped behind a passenger vehicle that was double-parked and also was yielding to an oncoming passenger vehicle traveling eastbound on 21st Street. As the oncoming passenger vehicle approached the Waymo AV, it made contact with the Waymo AV’s front bumper at approximately 4 MPH. The Waymo AV was stationary. The Waymo AV sustained minor damage to its front bumper. The passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene.",,/Yes,/Yes,,,/Yes,/Yes,,,/Yes,,,,Karen Isgrigg,07/02/2021,waymo_062621.pdf,/ ,/Yes,,/Yes,,CA,,/Yes,/Yes,,,,,,/Yes,/Yes,,,,,,,,,,,,,/ ,,,,,,,,,/Yes,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waymo LLC,Waymo LLC,CA,07/09/2021,2:40,/ ,2021,Jaguar,I-Pace,CA,Bush Street and Grant Avenue,San Francisco,San Francisco,CA,94108,/ ,2,,Toyota Corolla,,2,"A Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle at Bush Street and Grant Avenue. The Waymo AV was stopped in traffic while in autonomous mode when the passenger vehicle approached from behind while changing lanes. The passenger vehicle struck the rear of the stopped Waymo AV traveling at 5.5 miles per hour and left the scene. The left rear bumper of the Waymo AV sustained minor damage.",,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,/Yes,,,,Karen Isgrigg,09/02/2021,waymo_070921.pdf,,,,,,CA,,/Yes,/Yes,,,/Yes,,,,,,,/Yes,,,,,,,,,,/ ,,,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Yes,,,,,,,,,
Waymo LLC,Waymo LLC,CA,7/12/2021,3:30,/ ,2017,Chrysler,Pacifica,CA,Broadway Street at Gough Street,San Francisco,San Francisco,CA,94109,,2,,Chevrolet Express,/ ,2,"On July 12, 2021 at 3:10 PM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) was in a collision involving a van at Broadway and Gough Street in San Francisco. The Waymo AV, while in autonomous mode, was waiting to make a left turn and yielding to oncoming traffic, when the test driver (in the driver’s seating position) transitioned to manual mode and proceeded with a left turn manually. During the left turn, an approaching van struck the right side of the Waymo AV. At the time of the impact, the Waymo AV was in manual mode.",/ ,,,/Yes,/Yes,/Yes,/Yes,,,,,,,Karen Isgrigg,,waymo_071221.pdf,,/Yes,,,2006,CA,CA,/Yes,/Yes,,,,,/Yes,,,,/ ,,,,/Yes,/Yes,,,,,,,,,,,,,,,/Yes,/Yes,,,,,,,,,,,,,/Yes,,,,,,,,,,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waymo LLC,Waymo LLC,CA,07/14/2021,4:47,/ ,2021,Jaguar,I-Pace,CA,"2500 Block, Clement St",San Francisco,San Francisco,CA,94121,,2,,Nissan Rouge,/ ,2,"On July 14, 2021 at 4:47 PM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) was proceeding straight westbound on Clement Street in San Francisco, when a passenger vehicle struck the Waymo AV from behind two times. The passenger vehicle then struck the Waymo AV a third time, on the left side of the Waymo AV, as it passed on the left, then immediately fled the scene. The San Francisco Police Department is investigating the event as a criminal act. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). ",,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,,,,,Karen Isgrigg,,waymo_071421.pdf,,,,,,CA,,/Yes,/Yes,,,,/Yes,/Yes,,,,/ ,/Yes,,,,,/Yes,,,,,/ ,,,,,,,,,,,,,,/Yes,/Yes,,,,,,,,,,,/Yes,,,,,,,,/Yes,,,,,,,,,/Yes,,,,,,,,,,,,,,,,,,,,,/Yes,,,,,,/Yes,,,,,,
Waymo LLC,Waymo LLC,CA,08/01/2021,4:48,/ ,2021,Jaguar,I-Pace,CA,Cabrillo Street and 23rd Avenue,San Francisco,San Francisco,CA,94121,/ ,1,,,,1,"On August 1, 2021 at 4:48 PM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was struck by a bicycle at Cabrillo Street and 23rd Avenue. The Waymo AV had stopped at a stop sign on Cabrillo Street and, when the intersection was clear, began to proceed westbound through the intersection with 23rd Avenue. At approximately the same time, a cyclist traveling northbound ran the stop sign on 23rd Avenue, began to turn right onto Cabrillo Street but immediately veered left to continue northbound across the crosswalk on Cabrillo Street, where it struck the rear driver’s side of the Waymo AV. The cyclist stayed upright and immediately rode away, continuing northbound on 23rd Avenue. The bicycle caused minor scratches and marks on the rear driver’s side bumper of the Waymo AV. The Waymo AV was operating with a driver (in the driver’s seating position), who transitioned the vehicle from autonomous to manual mode approximately 1 second before the impact occurred. At the time of impact, the Waymo AV was in manual mode.",/ ,/Yes,,/Yes,,/Yes,,,,/Yes,,,,Karen Isgrigg,08/11/2021,Waymo_080121.pdf,,/Yes,,,,,,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Yes,,,,,,,,,/Yes,,,,,,,,,,,,,,,,,,,,,/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waymo LLC,Waymo LLC,CA,08/05/2021,12:41,/ ,2021,Jaguar,I-Pace,CA,200 Block of Parnassus Avenue,San Francisco,San Francisco,CA,94117,,2,,Hyundai Elantra Limited,,2,"A Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a parked vehicle on the 200 block of Parnassus Avenue. While operating in manual mode, the operator of the Waymo vehicle was attempting to enter the adjacent travel lane from a parallel parked position on the right-hand edge of the street, when they made contact with the rear of a vehicle parked directly in front of the Waymo vehicle. The Waymo vehicle sustained minor damage to the front bumper and sensor casing. The other party’s vehicle sustained minor scratches and denting to the rear bumper.",/ ,,,/Yes,/Yes,,,,,,,,,Karen Isgrigg,08/13/2021,waymo_080521.pdf,,/Yes,,,,CA,,/Yes,/Yes,,,,,,,,/Yes,/ ,,/Yes,,/Yes,/Yes,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,/Yes,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Yes,,,,,,,/ ,,,,,,,,,,
Waymo LLC,Waymo LLC,CA,08/14/2021,10:11,,2021,Jaguar,I-Pace,CA,Alabama Street at 24th Street,San Francisco,San Francisco,CA,94110,,2,,Ford Edge,,2,"A Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a parked vehicle at Alabama Street at 24th Street. While operating in manual mode, the Waymo AV was driving southbound on Alabama Street and nearing the intersection at 24th Street. While navigating the narrow roadway with an oncoming vehicle, the Waymo AV made contact with a parked vehicle on the right side of the road causing minor scrapes to both vehicles. ",/ ,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,,,/Yes,,Karen Isgrigg,08/24/2021,Waymo_081421_pdf.pdf,/ ,/Yes,,,2008,CA,CA,/Yes,/Yes,,,,,/Yes,,,,/ ,,,,,,,,,,,,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/ ,Parked,,,,,,,,,,,,,,,,,,/Yes,,,,,,,,,,,,,,,,,
Waymo LLC,Waymo LLC,CA,8/21/2021,3:24,/ ,2021,Jaguar,I-Pace,CA,Scott Street and Sacramento Street,San Francisco,San Francisco,CA,94115,/ ,2,,Nissan SUV,/ ,,"A Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving a vehicle at Scott Street and Sacramento Street. While operating in autonomous mode, the Waymo AV was stopped at a stop sign intersection yielding to a pedestrian in the crosswalk as a passenger vehicle arrived at the intersection from the left.  Once the pedestrian cleared the crosswalk, the Waymo AV started to proceed at the same time as the passenger vehicle to the left. The driver of the Waymo AV transitioned into manual mode, bringing the vehicle to a stop and the passenger vehicle behind the AV accelerated into the rear of the Waymo vehicle. The Waymo AV sustained minor damage to the rear bumper. ",/ ,,,/Yes,/Yes,/Yes,/Yes,,,/Yes,,,,Karen Isgrigg,8/31/2021,waymo_082121.pdf,,/Yes,,,,CA,,/Yes,/Yes,,,/Yes,,,,,,,,,,/Yes,/Yes,,,,,,,,,,,/Yes,,,,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waymo LLC,Waymo LLC,CA,08/27/2021,4:15,/ ,2021,Jaguar,I-Pace,CA,Presidio Avenue and Bush Street,San Francisco,San Francisco,CA,94115,/ ,2,,Toyota PK,/ ,2,"A Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle at Presidio Avenue and Bush Street. The Waymo AV was stopped at a red light in autonomous mode when the passenger vehicle behind the AV made contact with the rear of the Waymo vehicle. The Waymo AV sustained minor damage to the rear bumper. The passenger vehicle appeared to sustain minor scuffing or no damage.",,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,/Yes,,,,Karen Isgrigg,09/03/2021,waymo_082721.pdf,,/Yes,,,2003,CA,CA,/Yes,/Yes,,,/Yes,/Yes,,,,,,,,,,,,,,,,/ ,,,/Yes,,/Yes,,,,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waymo LLC,Waymo LLC,CA,10/01/2021,3:51,/ ,2021,Jaguar,I-Pace,CA, John F. Kennedy Drive at Stanyayn Street,San Francisco,San Francisco,CA,94117,/ ,2,, Chevrolet Truck Blazer 4D ,/ ,2,"On October 1, 2021 at 3:51 PM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving an SUV at John F. Kennedy Drive at Stanyan Street. The Waymo AV was traveling in autonomous mode westbound on Fell Street / John F. Kennedy Drive when it stopped for pedestrians who were in a crosswalk and between the westbound and eastbound lanes of John F. Kennedy Drive. An SUV following behind the Waymo AV struck the rear of the Waymo AV. The Waymo AV sustained minor damage to its rear bumper and trunk, and the SUV sustained minor damage to its front bumper and hood. The Waymo AV test driver later reported lower back pain.",,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,/Yes,,,,"Karen Isgrigg, Program Manager",10/11/2021,waymo_100121.pdf,,/Yes,,,2019,CA,CA,/Yes,/Yes,,,/Yes,,,,,,,,,,,,,,,,,/ ,,,,,/Yes,,/ ,,/Yes,,,,,,,,,,,,,,,,,,,,,,,/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waymo LLC,Waymo LLC,CA,12/19/2021,10:30,,2021,Jaguar,I-Pace,CA,Fulton Street and 5th Avenue,San Francisco,San Francisco,CA,94118,/ ,2,,BMW SUV,/ ,2,"On December 19, 2021 at 10:30 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving a passenger vehicle at Fulton Street and 5th Avenue.At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV was stopped facing southwest on Fulton Street while yielding to pedestrians in a crosswalk when a passenger vehicle reversed at a low speed from an adjacent driveway into the right rear bumper of the Waymo AV. Both vehicles sustained minor damage.",,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,/Yes,,,,"Karen Isgrigg, Program Manager",12/29/2021,waymo_121921.pdf,/ ,/Yes,,,2016,CA,CA,/Yes,/Yes,/Yes,,,,/Yes,,,,,,,,,,,,/Yes,,,/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waymo LLC,Waymo LLC,CA,12/22/2021,12:35,,2021,Jaguar,I-Pace,CA,Cesar Chavez and Valencia St,San Francisco,San Francisco,CA,94110,,2,,,/ ,2,"On December 22, 2021 at 12:35 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle at Cesar Chavez and Valencia Street. While traveling in manual mode at approximately 25 MPH on westbound Cesar Chavez, the Waymo AV proceeded through a green light into the intersection at Valencia Street. A passenger vehicle traveling southbound on Valencia Street with no headlights on entered the same intersection against the light, making contact with the Waymo AV at approximately 14 MPH. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained moderate damage to the passenger side rear quarter panel. The other vehicle left the scene without exchanging information.",/ ,,,,,,,,,,,,,Karen Isgrigg,12/29/2021,waymo_122221.pdf,/ ,,,,,,,/Yes,/Yes,,,,,/Yes,/Yes,/Yes,,/ ,/Yes,,,,,/Yes,,/Yes,/Yes,,,,,,,,,,,/Yes,,,,,,,,,/Yes,/Yes,/Yes,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waymo LLC,Waymo LLC,CA,05/23/2021,02:42,/ ,2021,Jaguar,I-Pace,CA,Sanchez Street at 16th Street,San Francisco,San Francisco,CA,94114,/ ,2,,Honda Fit,/ ,2,"A Waymo Autonomous Vehicle (“Waymo AV”) traveling northbound on Sanchez Street at 16th Street in San Francisco was involved in a collision. While in autonomous mode, the Waymo AV was stationary for a red light when a passenger vehicle behind the Waymo AV made contact with the Waymo AV’s rear bumper at approximately 7 MPH. The Waymo AV was traveling 0 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene.",,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,/Yes,,,,"Matt Salwasser, Program Manager",06/01/2021,waymo_OL316_052321_Redacted.pdf,,/Yes,,,2016,CA,CA,/Yes,/Yes,,,/Yes,/Yes,,,,,,,,,,,,,,,,/ ,,,,,,,,,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waymo LLC,Waymo LLC,CA,9/22/2021,4:29,,2021,Jaguar,I-Pace,MI,Lombard Street and Scott Street,San Francisco,San Francisco,CA,94123,/ ,2,,Ford,/ ,2,"On September 22, 2021 at 4:29 AM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving a passenger vehicle at Lombard Street and Scott Street. The Waymo AV was stopped at a red light facing west on Lombard Street in manual mode. A passenger vehicle approaching the rear of the Waymo AV at approximately 26 miles per hour collided with the right rear bumper of the vehicle. Both vehicles sustained major damage. Occupants of the Waymo vehicle reported soreness in their shoulders after leaving the scene.",/ ,/Yes,/Yes,,,/Yes,/Yes,,,/Yes,,,,Karen Isgrigg,10/1/2021,Waymo_OL316_092221_Redacted.pdf,/ ,,,,2018,CA,HI,/Yes,/Yes,,,/Yes,/Yes,,/Yes,/Yes,,,,,,,,,,,,,,,,,,/Yes,,,,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Yes,,,
Weride Corp,Weride Corp,CA,06/29/2021,02:54,/ ,2019,Nissan ,Leaf,CA,280 S 1st Street,San Jose,Santa Clara,CA,95113,,2,,Mercedes-B E300,/ ,2,"On June 29th 2021 at approximately 2:54 PM our safety driver was driving manually down First Street ( a one way street) from San Carlos Street  on a sunny day at 20 MPH in downtown San Jose. While proceeding straight down First street, a car parallel to our vehicle initiated a sudden lane change and began moving towards our vehicle from the bus only lane at about 10 MPH. At this point, our driver held the horn down and applied the brakes.  Our driver was unable to avoid the other vehicle due to the limited amount of space between our vehicle and the other vehicle, and the side curb to the left. At this time the car was struck; collision was unavoidable. During this time, our driver was approached by the occupants of the vehicle and information was exchanged. They said they were going to back up into the parking lot as security said they couldn't stop there. Our driver attempted to back up but due to a grinding noise, stopped. At this point our driver went to continue to get information but the occupants walked off and he couldn't abandon the vehicle.  There was moderate damage to our vehicle on the front bumper and passenger side wheel well in the form of deep dents and a small portion of the passenger side front bumper detached.  The glass covering the passenger side headlight was damaged as well.  The other vehicle sustained minor damage on the driver side front wheel well in the form of dents. ",/ ,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,,,/Yes,/Yes,Yan Li CTO,07/08/2021,WeRide-OL316_062921_Redacted.pdf,,,,,2017,CA,CA,/Yes,/Yes,,,,,,,,,/ ,/Yes,,/Yes,,,/Yes,,,,/Yes,,,,,,,,,,,,,/Yes,,,,,,,,,,,,,,,/Yes,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Yes,,,,,,,,,
WeRide Corp,WeRide Corp,CA,11/03/2021,03:27,/ ,2019,Nissan,Leaf SL,CA,87 S On-ramp from Charcot Ave,San Jose,Santa Clara,CA,95131,/ ,2,,BMW CV,/ ,2,"At 3:27 PM on 11/03/2021, a driver from Weride was operating one of our autonomous vehicles in autonomous mode on the on-ramp to CA 87 S from Charcot Avenue in North San Jose.  Our car was in the queue of traffic waiting for the metering light.   While our car was stationary (0 MPH), the other car involved accelerated slightly to about 5 MPH, which resulted in a minor rear end collision.  Our driver and the other party pulled over onto the shoulder.  There were no injuries and information was exchanged.  Since damage to our car was minimal, it was driven back to the office in manual mode.  ",,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,/Yes,,,,Huazhong Ning  Site Manager,11/08/2021,WeRide-OL316_110321_Redacted.pdf,,/Yes,,,1999,CA,CA,/Yes,/Yes,,,/Yes,,,,,/Yes,,,,,,,,,,,,/ ,,,,,/Yes,,,,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Yes,,
